"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Environment variables take priority over field defaults.","0","Environment variables take priority over field defaults.","tests.unit","2026-08-21","passed","2026-08-21","","test_config","",""
"","1","test_api_key_is_kept_secret_in_repr","tests.unit","2026-08-21","passed","2026-08-21","","test_config","",""
"","0","test_validate_raises_schema_validation_error_on_mismatched_data","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"","2","create_user() sends correct JSON body and maps response onto UserCreateResponse","tests.unit","2026-08-21","passed","2026-08-21","","test_user_client","",""
"","3","get_user() raises SchemaValidationError when the response doesn't match UserResponse","tests.unit","2026-08-21","passed","2026-08-21","","test_user_client","",""
"","2","test_post_sends_json_body_and_default_headers","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"","5","test_get_returns_response_on_200","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"","609","test_get_raises_transport_error_after_exhausting_retries","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"POST /api/login without a password raises APIError.","176","POST /api/login without a password raises APIError.","tests.api","2026-08-21","passed","2026-08-21","TestLogin","test_auth","",""
"With no .env file and no environment variables, fields fall back to their
    declared defaults.","1","With no .env file and no environment variables, fields fall back to their
    declared defaults.","tests.unit","2026-08-21","passed","2026-08-21","","test_config","",""
"","4","login() raises APIError on 400 (missing password)","tests.unit","2026-08-21","passed","2026-08-21","","test_auth_client","",""
"","206","test_get_retries_on_transport_error_then_succeeds","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"The module-level `settings` singleton should load with the documented defaults
    when no environment variables or .env overrides are present beyond what ships
    in the repo's own .env file (which mirrors the defaults).","0","The module-level `settings` singleton should load with the documented defaults
    when no environment variables or .env overrides are present beyond what ships
    in the repo's own .env file (which mirrors the defaults).","tests.unit","2026-08-21","passed","2026-08-21","","test_config","",""
"POST /api/register without a password raises APIError.","169","POST /api/register without a password raises APIError.","tests.api","2026-08-21","passed","2026-08-21","TestRegister","test_auth","",""
"POST /api/register returns a token for a valid known user.","174","POST /api/register returns a token for a valid known user.","tests.api","2026-08-21","passed","2026-08-21","TestRegister","test_auth","",""
"DELETE /api/users/2 returns True.","168","DELETE /api/users/2 returns True.","tests.api","2026-08-21","passed","2026-08-21","TestDeleteUser","test_users","",""
"","2","get_user() maps JSON response onto UserResponse model","tests.unit","2026-08-21","passed","2026-08-21","","test_user_client","",""
"","3","delete_user() returns True on 204 No Content","tests.unit","2026-08-21","passed","2026-08-21","","test_user_client","",""
"","205","test_get_retries_on_503_then_succeeds","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"POST is never retried, even on a transient-looking 503 — retrying a create risks
    creating a duplicate resource since we can't tell if the original was processed.","23","POST is never retried, even on a transient-looking 503 — retrying a create risks
    creating a duplicate resource since we can't tell if the original was processed.","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"","0","test_sanity","tests.unit","2026-08-21","passed","2026-08-21","","test_sanity","",""
"POST /api/users returns UserCreateResponse with matching fields.","164","POST /api/users returns UserCreateResponse with matching fields.","tests.api","2026-08-21","passed","2026-08-21","TestCreateUser","test_users","",""
"","4","register() raises APIError on 400 (missing password)","tests.unit","2026-08-21","passed","2026-08-21","","test_auth_client","",""
"","5","register() raises SchemaValidationError when the response doesn't match RegisterResponse","tests.unit","2026-08-21","passed","2026-08-21","","test_auth_client","",""
"","3","test_get_raises_api_error_on_500","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"","4","test_get_raises_not_found_error_on_404","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"GET /api/users/9999 raises NotFoundError.","165","GET /api/users/9999 raises NotFoundError.","tests.api","2026-08-21","passed","2026-08-21","TestGetUser","test_users","",""
"","2","get_user() raises NotFoundError on 404","tests.unit","2026-08-21","passed","2026-08-21","","test_user_client","",""
"GET /api/users/2 returns a valid UserResponse.","18","GET /api/users/2 returns a valid UserResponse.","tests.api","2026-08-21","passed","2026-08-21","TestGetUser","test_users","",""
"","19","test_context_manager_closes_client","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"_validate() lives on BaseClient (not any one concrete client) precisely so this
    works standalone, with no HTTP call and no subclass involved.","0","_validate() lives on BaseClient (not any one concrete client) precisely so this
    works standalone, with no HTTP call and no subclass involved.","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"","5","register() sends correct JSON body and maps response onto RegisterResponse","tests.unit","2026-08-21","passed","2026-08-21","","test_auth_client","",""
"","4","login() sends correct JSON body and maps response onto LoginResponse","tests.unit","2026-08-21","passed","2026-08-21","","test_auth_client","",""
"POST is never retried on a transport error either — a dropped connection gives even
    less certainty than a 503 about whether the server processed the create.","111","POST is never retried on a transport error either — a dropped connection gives even
    less certainty than a 503 about whether the server processed the create.","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"","607","test_get_raises_api_error_after_exhausting_retries_on_503","tests.unit","2026-08-21","passed","2026-08-21","","test_base_client","",""
"Proves BaseClient's _STATUS_TO_EXCEPTION mapping is genuinely shared: no auth-specific
    exception handling was added anywhere, yet a 401 from a completely different endpoint
    still raises the same UnauthorizedError that UserClient relies on.","5","Proves BaseClient's _STATUS_TO_EXCEPTION mapping is genuinely shared: no auth-specific
    exception handling was added anywhere, yet a 401 from a completely different endpoint
    still raises the same UnauthorizedError that UserClient relies on.","tests.unit","2026-08-21","passed","2026-08-21","","test_auth_client","",""
"POST /api/login returns a token for a valid known user.","163","POST /api/login returns a token for a valid known user.","tests.api","2026-08-21","passed","2026-08-21","TestLogin","test_auth","",""
"","1","test_api_key_defaults_to_none_and_is_optional","tests.unit","2026-08-21","passed","2026-08-21","","test_config","",""
